BookTitle	Author	genre_list	year_published	avg_rating	num_ratings	num_works
Gallows Thief	Bernard Cornwell	['Mystery', 'Fiction', 'Suspense']	2002.0	6.5	2.0	33
An Acquaintance with Darkness	Ann Rinaldi	"[""Children's literature"", 'Fiction', 'Historical novel']"	1997.0	8.125	5.0	6
The Book about Moomin, Mymble and Little My	Tove Jansson	"['Picture book', ""Children's literature""]"	1997.0	8.0	1.0	12
The Tale of Two Bad Mice	Beatrix Potter	"[""Children's literature"", 'Fiction']"	1985.0	9.0	1.0	23
A Taste for Death	P. D. James	['Crime Fiction', 'Mystery', 'Fiction', 'Suspense']	1986.0	7.7	12.0	13
Surviving the Applewhites	Stephanie S. Tolan	"[""Children's literature""]"	2002.0	7.0	1.0	1
The Girl Next Door	Jack Ketchum	['Thriller', 'Crime Fiction', 'Speculative fiction']	1998.0	7.0	2.0	2
Ratking	Michael Dibdin	['Crime Fiction', 'Mystery', 'Fiction', 'Suspense']	1991.0	6.5	2.0	6
A Long Finish: An Aurelio Zen Mystery	Michael Dibdin	['Crime Fiction', 'Mystery', 'Novel', 'Fiction', 'Suspense']	1998.0	7.0	1.0	6
Year of Wonders	Geraldine Brooks	['Historical fiction', 'Fiction', 'Historical novel']	2002.0	8.318181818181818	88.0	3
Beasts	Joyce Carol Oates	['Mystery', 'Horror', 'Fiction', 'Novella', 'Suspense']	2002.0	6.5	6.0	15
The Last September	Elizabeth Bowen	['Fiction', 'Novel']	2000.0	6.5	2.0	5
Vicky Angel	Jacqueline Wilson	"[""Children's literature"", 'Fiction']"	2001.0	7.0	1.0	23
Shabanu: Daughter of the Wind	Suzanne Fisher Staples	"['Speculative fiction', ""Children's literature"", 'Fiction']"	1989.0	8.0	1.0	1
The Counterlife	Philip Roth	['Fiction']	1987.0	9.0	2.0	21
A Cold Case	Philip Gourevitch	['Crime Fiction', 'True crime', 'Novel']	2001.0	6.0	5.0	2
Math Curse	Jon Scieszka	"['Picture book', ""Children's literature"", 'Mathematics']"	1995.0	9.5	2.0	2
Fortune's Rocks: A Novel	Anita Shreve	['Romance novel']	1999.0	7.809523809523809	42.0	4
Sea Glass	Anita Shreve	['Fiction', 'Romance novel']	2002.0	8.333333333333334	3.0	4
Sleeping in Flame	Jonathan Carroll	['Speculative fiction', 'Fantasy']	1989.0	7.333333333333333	3.0	4
Swords of Mars	Edgar Rice Burroughs	['Science Fiction', 'Speculative fiction', 'Fantasy', 'Fiction']	1979.0	10.0	1.0	59
A Long Fatal Love Chase	Louisa May Alcott	['Gothic fiction', 'Fiction']	1995.0	6.894736842105263	25.0	5
One Virgin Too Many	Lindsey Davis	['Crime Fiction']	2000.0	8.5	4.0	18
Ode to a Banker	Lindsey Davis	['Crime Fiction']	2001.0	7.666666666666667	3.0	18
The World in the Evening	Christopher Isherwood	['Novel']	1999.0	6.0	1.0	6
The School Story	Andrew Clements	"[""Children's literature""]"	2001.0	9.0	5.0	12
e	Matt Beaumont	['Comedy', 'Novel']	2000.0	7.304347826086956	23.0	1
Jane of Lantern Hill	Lucy Maud Montgomery	"[""Children's literature""]"	1993.0	5.0	1.0	16
Killing Floor	Lee Child	['Thriller', 'Mystery', 'Novel', 'Fiction', 'Suspense']	1997.0	7.25	15.0	14
Die Trying	Lee Child	['Thriller', 'Mystery', 'Novel', 'Fiction', 'Suspense']	1998.0	7.333333333333333	7.0	14
Caesar's Women	Colleen McCullough	['Historical fiction']	1996.0	4.0	1.0	9
Havana Bay	Martin Cruz Smith	['Crime Fiction', 'Fiction']	2001.0	6.727272727272728	11.0	10
Running Blind	Lee Child	['Thriller', 'Mystery', 'Novel', 'Fiction', 'Suspense']	2000.0	8.0	2.0	14
Echo Burning	Lee Child	['Thriller', 'Mystery', 'Novel', 'Fiction', 'Suspense']	2001.0	8.0	2.0	14
Without Fail	Lee Child	['Thriller', 'Mystery', 'Novel', 'Fiction', 'Suspense']	2003.0	8.0	4.0	14
The Bug Wars	Robert Asprin	['Science Fiction']	1993.0	8.0	1.0	3
Tripwire	Lee Child	['Thriller', 'Mystery', 'Novel', 'Fiction', 'Suspense']	1999.0	6.6	5.0	14
Biko	Donald Woods	[]	1987.0	8.0	1.0	1
The League of Frightened Men	Rex Stout	['Mystery', 'Detective fiction', 'Fiction', 'Suspense']	1992.0	10.0	1.0	44
The Red Box	Rex Stout	['Mystery', 'Detective fiction', 'Fiction', 'Suspense']	1992.0	7.0	1.0	44
Black Orchids	Rex Stout	['Mystery', 'Detective fiction', 'Fiction', 'Suspense']	1982.0	9.0	2.0	44
Too Many Women	Rex Stout	['Mystery', 'Detective fiction', 'Fiction', 'Suspense']	1985.0	7.0	1.0	44
Midnight at the Well of Souls	Jack L. Chalker	['Science Fiction', 'Speculative fiction', 'Fiction']	1989.0	7.0	1.0	9
Dark Prince	Christine Feehan	['Speculative fiction', 'Fantasy', 'Fiction', 'Romance novel']	1999.0	8.43939393939394	17.0	13
Middle Age: A Romance	Joyce Carol Oates	['Romance novel']	2001.0	7.699999999999999	10.0	15
Omon Ra	Victor Pelevin	['Fiction']	1998.0	5.0	1.0	3
Woodsong	Gary Paulsen	"['Autobiography', 'Biography', ""Children's literature"", 'Non-fiction']"	1991.0	8.0	1.0	33
The Falling Woman	Pat Murphy	['Science Fiction', 'Speculative fiction', 'Fantasy', 'Fiction']	1987.0	7.333333333333333	3.0	2
Murder by the Book	Rex Stout	['Mystery', 'Detective fiction', 'Fiction', 'Suspense']	1985.0	8.0	1.0	44
Radiant	James Alan Gardner	['Science Fiction', 'Speculative fiction']	2004.0	10.0	1.0	6
The Poet	Michael Connelly	['Thriller', 'Mystery', 'Speculative fiction', 'Crime Fiction', 'Suspense']	1996.0	8.433333333333334	34.0	23
Daisy Fay and the Miracle Man	Fannie Flagg	['Fiction', 'Historical novel']	1992.0	7.56140350877193	57.0	2
Three Witnesses	Rex Stout	['Mystery', 'Detective fiction', 'Fiction', 'Suspense']	1994.0	8.5	2.0	44
Kolymsky Heights	Lionel Davidson	['Thriller', 'Speculative fiction', 'Novel']	1994.0	9.0	2.0	10
Master of the Five Magics	Lyndon Hardy	['Speculative fiction', 'Fantasy']	1984.0	7.0	1.0	1
Aggressor Six	Wil McCarthy	['Science Fiction', 'Speculative fiction']	1994.0	9.0	1.0	2
If Death Ever Slept	Rex Stout	['Mystery', 'Detective fiction', 'Fiction', 'Suspense']	1995.0	8.0	1.0	44
Midaq Alley	Naguib Mahfouz	['Novel']	1989.0	8.2	6.0	9
The Moneychangers	Arthur Hailey	[]	1975.0	7.75	3.0	6
The Last Defender of Camelot	Roger Zelazny	[]	1988.0	5.0	1.0	28
Sometimes a Great Notion	Ken Kesey	['Fiction', 'Novel']	1983.0	7.625	8.0	3
The Door in the Lake	Nancy Butts	['Science Fiction', 'Speculative fiction']	1998.0	7.0	1.0	1
The Eye of the Heron	Ursula K. Le Guin	"['Science Fiction', ""Children's literature"", 'Feminist science fiction', 'Speculative fiction', 'Social science fiction', 'Utopian and dystopian fiction', 'Fantasy', 'Fiction']"	1991.0	8.333333333333334	5.0	17
Under the Hawthorn Tree	Marita Conlon-McKenna	"[""Children's literature"", 'Fiction']"	2001.0	10.0	1.0	1
Plot It Yourself	Rex Stout	['Detective fiction']	1994.0	6.75	4.0	44
Too Many Clients	Rex Stout	['Mystery', 'Detective fiction', 'Fiction', 'Suspense']	1990.0	8.0	1.0	44
Neverwhere	Neil Gaiman	['Science Fiction', 'Speculative fiction', 'Fantasy', 'Fiction']	1997.0	7.9412698412698415	146.0	11
Paula	Isabel Allende	['Autobiography', 'Biography', 'Speculative fiction', 'Fiction']	1995.0	7.588235294117648	20.0	10
The Janitor's Boy	Andrew Clements	"[""Children's literature""]"	2001.0	7.0	1.0	12
A Week in the Woods	Andrew Clements	"[""Children's literature""]"	2002.0	8.0	1.0	12
Confessions of a Teenage Drama Queen	Dyan Sheldon	"[""Children's literature"", 'Young adult literature', 'Fiction', 'Humour']"	1999.0	8.0	3.0	2
The Princess Diaries	Meg Cabot	"[""Children's literature"", 'Young adult literature', 'Fiction']"	2001.0	8.154166666666667	43.0	25
The Comfort of Strangers	Ian McEwan	['Speculative fiction']	1994.0	6.375	8.0	11
The Last Precinct	Patricia Cornwell	['Crime Fiction', 'Mystery', 'Fiction', 'Suspense']	2001.0	7.309523809523809	84.0	16
Enduring Love	Ian McEwan	['Fiction', 'Novel']	1999.0	7.923076923076923	13.0	11
The Cat Who Went Underground	Lilian Jackson Braun	['Mystery', 'Novel', 'Speculative fiction', 'Fiction', 'Suspense']	1991.0	7.111111111111111	9.0	13
The Man Who Loved Cat Dancing	Marilyn Durham	['Novel']	1972.0	10.0	1.0	1
The Cat Who Saw Red	Lilian Jackson Braun	['Mystery', 'Fiction', 'Novel']	1986.0	7.611111111111111	18.0	13
Shadow Game	Christine Feehan	['Speculative fiction', 'Fantasy', 'Romance novel']	2003.0	8.25	8.0	13
Peter Pan	J. M. Barrie	[]	2003.0	7.666666666666667	3.0	4
Candle	John Barnes	['Science Fiction', 'Speculative fiction', 'Fiction']	2000.0	6.0	1.0	9
The Coldest Winter Ever	Sister Souljah	['Urban fiction', 'Literary fiction', 'Fiction', 'Novel']	1999.0	5.375	13.0	2
The Dark Secret of Weatherend	John Bellairs	"[""Children's literature"", 'Fantasy', 'Speculative fiction', 'Fiction']"	1984.0	8.0	1.0	4
Gallows View	Peter Robinson	['Crime Fiction']	1988.0	9.0	1.0	19
Mind Transfer	Janet Asimov	['Science Fiction', 'Speculative fiction', 'Soft science fiction']	1988.0	8.0	1.0	1
Nimitz Class	Patrick Robinson	['Thriller']	1997.0	7.0	13.0	3
Lair of the Lion	Christine Feehan	['Speculative fiction', 'Fantasy', 'Romance novel']	2002.0	7.1875	16.0	13
Dinosaur Summer	Greg Bear	['Alternate history', 'Speculative fiction']	1998.0	10.0	1.0	15
The A-List	Zoey Dean	"[""Children's literature"", 'Young adult literature', 'Fiction']"	2003.0	7.75	4.0	8
Election	Tom Perrotta	['Black comedy', 'Comedy']	1998.0	6.875	8.0	2
Hrolf Kraki's Saga	Poul Anderson	['Speculative fiction', 'Fantasy']	1977.0	9.0	1.0	18
Curious George Flies a Kite	H. A. Rey	"[""Children's literature""]"	1977.0	8.0	1.0	6
Dreamside	Graham Joyce	['Speculative fiction', 'Fantasy']	2000.0	6.0	3.0	1
The Cat Who Played Brahms	Lilian Jackson Braun	['Mystery', 'Novel', 'Speculative fiction', 'Fiction', 'Suspense']	1997.0	7.363636363636363	22.0	13
The Great Pursuit	Tom Sharpe	['Fiction', 'Humour']	2000.0	7.0	1.0	6
Aquamarine	Alice Hoffman	"['Fantasy', ""Children's literature"", 'Young adult literature', 'Speculative fiction', 'Fiction']"	2002.0	8.285714285714286	7.0	3
Phantom Lady	Cornell Woolrich	['Crime Fiction', 'Mystery', 'Fiction', 'Suspense']	1982.0	9.0	2.0	3
Dark Gold	Christine Feehan	['Speculative fiction', 'Fantasy', 'Fiction', 'Romance novel']	2000.0	8.142857142857142	14.0	13
Dark Magic	Christine Feehan	['Speculative fiction', 'Fantasy', 'Romance novel']	2000.0	8.461538461538462	13.0	13
How the Dead Live	Will Self	['Novel']	2000.0	7.0	4.0	4
Flashforward	Robert J. Sawyer	['Science Fiction', 'Speculative fiction', 'Novel']	1999.0	8.392857142857142	15.0	9
To Live Forever	Jack Vance	['Science Fiction', 'Speculative fiction', 'Fantasy', 'Fiction']	1976.0	7.0	1.0	37
Peace Like a River	Leif Enger	['Fiction', 'Novel']	2001.0	8.17687074829932	73.0	1
Aura	Carlos Fuentes	['Horror', 'Fiction']	1975.0	6.75	3.0	5
Little House in the Big Woods	Laura Ingalls Wilder	"['Western', ""Children's literature"", 'Fiction']"	1953.0	8.87037037037037	28.0	7
Blow Fly	Patricia Cornwell	['Crime Fiction', 'Mystery', 'Fiction', 'Suspense']	2003.0	5.0	2.0	16
Homecoming	Cynthia Voigt	"[""Children's literature"", 'Young adult literature', 'Fiction']"	1983.0	8.429166666666667	23.0	5
The Statement	Brian Moore	['Thriller', 'Mystery', 'Novel', 'Fiction', 'Suspense']	1996.0	5.0	2.0	5
Dies the Fire	S. M. Stirling	['Alternate history', 'Science Fiction', 'Apocalyptic and post-apocalyptic fiction', 'Speculative fiction']	2004.0	9.0	1.0	19
Kiss the Dust	Elizabeth Laird	"[""Children's literature"", 'Young adult literature']"	1994.0	8.0	1.0	4
The Dead Zone	Stephen King	"['Mystery', ""Children's literature"", 'Horror', 'Fiction']"	1979.0	7.234999999999999	58.0	60
Moo	Jane Smiley	['Comic novel', 'Novel', 'Fiction', 'Comedy']	1995.0	6.626923076923077	46.0	2
Tales of the City	Armistead Maupin	['Gay novel', 'Fiction', 'Novel']	1983.0	8.5	2.0	7
More Tales of the City	Armistead Maupin	['Fiction', 'Novel']	1989.0	9.6	5.0	7
Significant Others	Armistead Maupin	['Fiction', 'Novel']	1987.0	8.5	2.0	7
Sure of You	Armistead Maupin	['Novel']	1989.0	7.5	6.0	7
Mind Game	Christine Feehan	['Speculative fiction', 'Fantasy', 'Romance novel']	2004.0	9.0	5.0	13
Hunting Mister Heartbreak: A Discovery of America	Jonathan Raban	[]	1991.0	7.5	2.0	7
Five Are Together Again	Enid Blyton	"['Mystery', ""Children's literature"", 'Fiction', 'Adventure novel']"	2000.0	7.0	1.0	21
No Telephone to Heaven	Michelle Cliff	['Novel']	1989.0	7.0	2.0	1
Steel Beach	John Varley	['Science Fiction', 'Speculative fiction']	1992.0	6.233333333333333	8.0	8
Each Man's Son	Hugh MacLennan	[]	2004.0	8.0	1.0	1
Monkey Bridge	Lan Cao	[]	1997.0	10.0	1.0	1
L.A. Confidential	James Ellroy	"['Business', 'Crime Fiction', ""Children's literature"", 'Novel', 'Mystery', 'Fiction', 'Suspense']"	1990.0	7.733333333333333	12.0	10
Dark Challenge	Christine Feehan	['Speculative fiction', 'Fantasy', 'Romance novel']	2000.0	8.375	16.0	13
An Ice-Cream War	William Boyd	['Black comedy', 'War novel']	1992.0	10.0	1.0	8
Armadillo	William Boyd	[]	2000.0	7.0	2.0	8
The Blue Afternoon	William Boyd	['Fiction', 'Novel']	1993.0	10.0	1.0	8
Somewhere in Time	Richard Matheson	['Science Fiction', 'Fantasy', 'Fiction']	1980.0	8.0	1.0	6
Dark Fire	Christine Feehan	['Speculative fiction', 'Fantasy', 'Romance novel']	2001.0	8.555555555555555	9.0	13
The Free Lunch	Spider Robinson	['Science Fiction', 'Speculative fiction']	2001.0	7.25	4.0	6
The Excalibur Alternative	David Weber	['Science Fiction', 'Speculative fiction']	2003.0	7.4	5.0	28
Bread Givers	Anzia Yezierska	['Fiction']	1999.0	8.8	5.0	2
Promised Land	Robert B. Parker	['Crime Fiction', 'Detective fiction', 'Speculative fiction']	1993.0	9.0	3.0	29
The Wood Beyond the World	William Morris	['Speculative fiction', 'Fantasy']	1972.0	4.0	1.0	9
IBM and the Holocaust: The Strategic Alliance between Nazi Germany and America's Most Powerful Corporation	Edwin Black	['Non-fiction']	2001.0	8.0	2.0	1
Mandragora	David McRobbie	['Speculative fiction', 'Fantasy']	1994.0	8.0	1.0	1
The Last Sin Eater	Francine Rivers	['Fiction', 'Suspense']	1998.0	8.0	8.0	5
The Dot	Peter H. Reynolds	['Picture book']	2003.0	9.333333333333334	3.0	1
Oath of Swords	David Weber	['Speculative fiction', 'Fantasy']	1995.0	9.5	4.0	28
Silence	Shusaku Endo	['Historical fiction']	1980.0	9.666666666666666	3.0	1
Empress Orchid	Anchee Min	['Fiction', 'Historical novel']	2004.0	7.5	2.0	4
True Grit	Charles Portis	['Western', 'Fiction']	1968.0	10.0	1.0	1
A Necessary End	Peter Robinson	['Crime Fiction', 'Mystery']	1990.0	8.75	3.0	19
Past Reason Hated	Peter Robinson	['Crime Fiction', 'Mystery']	1993.0	5.0	2.0	19
Wednesday's Child	Peter Robinson	['Crime Fiction', 'Mystery']	2002.0	8.0	1.0	19
Innocent Graves	Peter Robinson	['Crime Fiction', 'Mystery']	2004.0	8.0	2.0	19
In a Dry Season	Peter Robinson	['Crime Fiction', 'Mystery']	1999.0	8.166666666666666	5.0	19
Homo faber	Max Frisch	['Novel']	1982.0	9.0	1.0	2
The Bourne Ultimatum	Robert Ludlum	['Thriller', 'Spy fiction', 'Fiction']	1990.0	8.114583333333334	29.0	27
The Proteus Operation	James P. Hogan	['Alternate history', 'Science Fiction', 'Speculative fiction', 'Fantasy', 'Fiction']	1991.0	7.25	4.0	5
Evening Class	Maeve Binchy	['Fiction', 'Novel']	1997.0	8.78042328042328	76.0	10
Quentins	Maeve Binchy	['Fiction', 'Novel']	2002.0	7.7891025641025635	80.0	10
The Shape of Water	Andrea Camilleri	['Crime Fiction', 'Mystery']	2002.0	7.5	6.0	2
Scarlet Feather	Maeve Binchy	['Fiction', 'Romance novel']	2001.0	8.406349206349207	87.0	10
Skinner's Rules	Quintin Jardine	['Crime Fiction']	2001.0	7.0	2.0	1
Eva Luna	Isabel Allende	"['Speculative fiction', ""Children's literature"", 'Fiction', 'Romance novel']"	1987.0	7.731999999999999	34.0	10
The Iron Ring	Lloyd Alexander	"['Speculative fiction', 'Fantasy', ""Children's literature""]"	2001.0	8.0	1.0	13
People of the Wolf	Kathleen O'Neal Gear	['Science Fiction', 'Speculative fiction', 'Historical fiction', 'Fantasy', 'Fiction', 'Historical novel']	1994.0	5.0	1.0	2
Briar Rose	Jane Yolen	"['Fantasy', ""Children's literature"", 'Young adult literature', 'Speculative fiction', 'Fiction']"	1993.0	8.291666666666668	20.0	3
Sons from Afar	Cynthia Voigt	"[""Children's literature"", 'Fiction']"	1988.0	7.5	2.0	5
Spider Kiss	Harlan Ellison	['Novel', 'Science Fiction', 'Fantasy', 'Sociology', 'Fiction']	1982.0	9.0	1.0	3
Dogland	Will Shetterly	"[""Children's literature"", 'Fantasy', 'Speculative fiction', 'Fiction']"	2002.0	7.0	1.0	1
The Cat Who Wished to Be a Man	Lloyd Alexander	"['Speculative fiction', ""Children's literature"", 'Fiction']"	1973.0	7.0	1.0	13
Anthills of the Savannah	Chinua Achebe	"[""Children's literature"", 'Fiction']"	1989.0	9.666666666666666	3.0	4
Frisk	Dennis Cooper	['Fiction', 'Novel']	1991.0	4.0	1.0	1
On the Banks of Plum Creek	Laura Ingalls Wilder	"['Western', ""Children's literature"", 'Fiction']"	1953.0	8.72	25.0	7
Rainforest	Jenny Diski	[]	1988.0	8.0	1.0	1
The Third Life of Grange Copeland	Alice Walker	[]	1991.0	6.5	2.0	5
The Hand in the Glove	Rex Stout	['Mystery', 'Detective fiction', 'Fiction']	1992.0	7.0	1.0	44
The Mountain Cat Murders	Rex Stout	['Mystery', 'Detective fiction', 'Fiction', 'Suspense']	1982.0	6.0	1.0	44
The Empty Chair	Jeffery Deaver	['Crime Fiction', 'Mystery', 'Speculative fiction', 'Fiction', 'Suspense']	2000.0	7.981601731601732	47.0	10
Descent into Hell	Charles Williams	['Speculative fiction', 'Fantasy']	1937.0	6.666666666666667	3.0	2
Grania: She-King of the Irish Seas	Morgan Llywelyn	['Historical novel']	1987.0	8.0	3.0	2
The Contortionist's Handbook	Craig Clevenger	['Novel']	2002.0	8.0	1.0	2
Kiss Me, Judas	Will Christopher Baer	['Novel']	2000.0	7.0	1.0	3
Penny Dreadful	Will Christopher Baer	['Novel']	2000.0	7.0	1.0	3
Burndive	Karin Lowachee	['Science Fiction', 'Speculative fiction', 'Novel']	2003.0	8.666666666666666	3.0	3
Skinnybones	Barbara Park	"[""Children's literature"", 'Fiction']"	1995.0	8.0	2.0	1
Bitter Lemons	Lawrence Durrell	['Reference', 'Non-fiction']	1996.0	7.0	1.0	4
The Ministry of Fear	Graham Greene	['Speculative fiction', 'Fiction']	1970.0	6.0	1.0	20
Ecotopia Emerging	Ernest Callenbach	['Speculative fiction', 'Fiction', 'Novel']	1981.0	9.0	1.0	2
Kingdom of Shadows	Barbara Erskine	['Speculative fiction', 'Spy fiction', 'War novel', 'Historical novel']	1988.0	7.375	8.0	1
Touching Spirit Bear	Ben Mikaelsen	"[""Children's literature"", 'Fiction']"	2002.0	8.0	1.0	3
Yellow Dog	Martin Amis	[]	2003.0	6.5	2.0	9
Compulsion	Shaun Hutson	['Horror']	2002.0	5.0	1.0	2
The Circuit: Stories from the Life of a Migrant Child	Francisco Jimenez	"['Autobiographical novel', ""Children's literature""]"	1997.0	8.6	5.0	1
Touch Me	James Moloney	['Young adult literature']	2000.0	6.0	1.0	4
A Right to Die	Rex Stout	['Mystery', 'Detective fiction', 'Fiction', 'Suspense']	1991.0	8.0	2.0	44
Breakheart Pass	Alistair MacLean	['Thriller', 'Western', 'Novel']	1974.0	7.0	1.0	27
Void Moon	Michael Connelly	['Crime Fiction', 'Speculative fiction']	1999.0	7.788359788359789	34.0	23
The Crystal Frontier	Carlos Fuentes	['Novel']	1998.0	3.0	1.0	5
Babyhood	Paul Reiser	[]	1997.0	7.533333333333334	26.0	1
Oyster	Janette Turner Hospital	['Fiction', 'Novel']	1996.0	8.5	2.0	1
The Other Ones	Jean Thesman	['Speculative fiction']	2001.0	10.0	1.0	8
The Hollow Man	Dan Simmons	['Science Fiction', 'Speculative fiction']	1993.0	8.4	5.0	11
Island	Richard Laymon	['Speculative fiction', 'Horror', 'Fiction']	2002.0	8.4	5.0	8
Blood Games	Richard Laymon	['Speculative fiction', 'Horror', 'Fiction']	1992.0	8.75	4.0	8
Web of the City	Harlan Ellison	['Novel']	1983.0	9.0	1.0	3
Prophecy: Child of Earth	Elizabeth Haydon	['Speculative fiction', 'Fantasy']	2001.0	8.5	4.0	5
Ballet Shoes	Noel Streatfeild	"[""Children's literature"", 'Fiction']"	1979.0	7.5	4.0	5
Voice of the Whirlwind	Walter Jon Williams	['Science Fiction', 'Speculative fiction', 'Fantasy', 'Fiction']	1988.0	7.0	1.0	8
Fire Bringer	David Clement-Davies	['Fantasy', 'Speculative fiction', 'Young adult literature']	2000.0	8.0	6.0	3
The Masked Rider: Cycling in West Africa	Neil Peart	[]	1999.0	10.0	1.0	2
The Sweet Dove Died	Barbara Pym	['Fiction']	1980.0	8.0	2.0	9
Possessing the Secret of Joy	Alice Walker	[]	1992.0	7.748412698412699	41.0	5
The Mystic Masseur	V.S. Naipaul	[]	1993.0	6.0	2.0	8
The Bastard	John Jakes	['Historical fiction', 'Fiction', 'Historical novel']	1974.0	7.5	4.0	6
Shopgirl	Steve Martin	['Comedy', 'Romance novel', 'Fiction']	2001.0	7.185714285714286	70.0	1
Scruples	Judith Krantz	['Reference', 'Fiction']	1979.0	6.1000000000000005	8.0	2
If You Could See Me Now	Peter Straub	['Mystery', 'Speculative fiction', 'Horror', 'Fiction']	2000.0	8.0	1.0	7
Little Town on the Prairie	Laura Ingalls Wilder	"['Young adult literature', ""Children's literature"", 'Historical fiction', 'Fiction']"	1953.0	7.727272727272727	11.0	7
Back Home	Michelle Magorian	"[""Children's literature"", 'Fiction', 'Historical novel']"	1992.0	7.0	1.0	2
Picture Perfect	Jodi Picoult	[]	1995.0	8.142857142857142	8.0	14
Spangle	Gary Jennings	['Fiction', 'Historical novel']	1987.0	7.0	1.0	1
Term Limits	Vince Flynn	['Fiction', 'Suspense']	1998.0	7.833333333333333	12.0	7
City of Bones	Michael Connelly	['Crime Fiction', 'Mystery', 'Speculative fiction', 'Fiction', 'Suspense']	2002.0	7.928431372549019	64.0	23
A Darkness More Than Night	Michael Connelly	['Crime Fiction', 'Novel']	2001.0	7.358225108225108	55.0	23
The Black Echo	Michael Connelly	['Crime Fiction', 'Novel', 'Speculative fiction', 'Mystery', 'Suspense', 'Fiction']	2002.0	7.875	16.0	23
Dragonfire	Andrew Kaplan	['Thriller']	1987.0	8.0	1.0	4
Dawn Wind	Rosemary Sutcliff	['Speculative fiction', 'Historical novel']	1973.0	8.0	1.0	17
Midnight's Lair	Richard Laymon	['Speculative fiction', 'Horror']	1993.0	6.666666666666667	4.0	8
Tomcat in Love	Tim O'Brien	['Comic novel', 'Campus novel']	1998.0	6.401785714285714	15.0	4
Pollen	Jeff Noon	['Science Fiction', 'Speculative fiction', 'Fantasy']	1995.0	7.666666666666666	5.0	4
Witch World	Andre Norton	['Science Fiction', 'Speculative fiction', 'Fantasy']	1988.0	10.0	1.0	5
All Passion Spent	Vita Sackville-West	['Novel']	1991.0	5.0	1.0	1
A Family Affair	Rex Stout	['Mystery', 'Detective fiction', 'Fiction', 'Suspense']	2000.0	9.0	1.0	44
Morality Play	Barry Unsworth	['Crime Fiction', 'Detective fiction', 'Historical novel']	1995.0	7.428571428571429	14.0	4
Man Crazy	Joyce Carol Oates	['Fiction']	1998.0	8.0	1.0	15
Athabasca	Alistair MacLean	['Thriller', 'Novel']	1990.0	6.0	1.0	27
Quite Ugly One Morning	Christopher Brookmyre	['Crime Fiction', 'Mystery', 'Satire', 'Fiction', 'Black comedy', 'Suspense']	1996.0	7.0	3.0	7
Native Tongue	Carl Hiaasen	['Crime Fiction', 'Mystery', 'Suspense']	1992.0	7.958333333333333	24.0	14
The Sterkarm Handshake	Susan Price	['Fantasy', 'Science Fiction', 'Speculative fiction', 'Young adult literature', 'Time travel']	2000.0	10.0	2.0	3
Lost Light	Michael Connelly	['Crime Fiction', 'Mystery', 'Speculative fiction', 'Fiction', 'Suspense']	2003.0	8.170138888888888	45.0	23
Blood Work	Michael Connelly	['Crime Fiction', 'Novel']	1998.0	8.007936507936508	48.0	23
Salem Falls	Jodi Picoult	['Crime Fiction', 'Novel']	2001.0	8.035714285714285	20.0	14
The Flame and the Flower	Kathleen E. Woodiwiss	['Colonial United States romance', 'Fiction', 'Romance novel', 'Historical romance']	1972.0	7.0	8.0	1
Illegal Alien	Robert J. Sawyer	['Science Fiction', 'Speculative fiction', 'Novel']	1997.0	8.25	5.0	9
Yonnondio: From the Thirties	Tillie Olsen	['Novel']	1979.0	5.0	1.0	1
Desert of the Heart	Jane Rule	['Fiction']	1985.0	8.0	1.0	1
Soul Circus	George Pelecanos	['Crime Fiction']	2004.0	7.5	2.0	6
A Man of the People	Chinua Achebe	['Novel']	1989.0	8.0	1.0	4
A Drink Before the War	Dennis Lehane	['Crime Fiction', 'Mystery', 'Suspense']	1994.0	8.0	1.0	9
Letter from Peking	Pearl S. Buck	['Fiction', 'Historical novel']	1992.0	5.0	1.0	8
Light a Penny Candle	Maeve Binchy	['Fiction', 'Romance novel', 'Novel']	1983.0	8.580000000000002	38.0	10
A Bell for Adano	John Hersey	['War novel']	1988.0	8.0	1.0	1
Lives of the Monster Dogs	Kirsten Bakis	['Fiction', 'Novel']	1997.0	7.107142857142858	13.0	1
The Physician	Noah Gordon	['Historical novel']	1986.0	9.033333333333331	14.0	2
Darkness, Tell Us	Richard Laymon	['Speculative fiction', 'Horror', 'Fiction']	2003.0	8.0	3.0	8
Dark Melody	Christine Feehan	['Speculative fiction', 'Romance novel']	2003.0	6.875	8.0	13
Just One Look	Harlan Coben	['Crime Fiction', 'Mystery', 'Fiction']	2004.0	7.857142857142857	14.0	11
The Fortunate Fall	Raphael Carter	['Postcyberpunk', 'Speculative fiction', 'Science Fiction', 'Novel']	1996.0	7.0	1.0	1
Gringo Viejo	Carlos Fuentes	[]	1989.0	5.0	1.0	5
Putting on the Ritz	Joe Keenan	['Novel']	1991.0	6.666666666666667	3.0	3
Chasing the Dime	Michael Connelly	['Fiction']	2002.0	7.750403225806451	53.0	23
Dreamland	Sarah Dessen	"[""Children's literature"", 'Young adult literature']"	2002.0	6.8	5.0	8
The Fairy Gunmother	Daniel Pennac	['Comic novel']	1999.0	4.0	2.0	1
Emily Climbs	Lucy Maud Montgomery	[]	1983.0	9.5	2.0	16
Polymorph	Scott Westerfeld	['Science Fiction', 'Speculative fiction']	1997.0	5.0	1.0	14
